,title,link,description
0,<b>핀테크</b> 기술을 활용한 독립투자자문업자 제도 활성화 방안 연구,http://academic.naver.com/article.naver?doc_id=1008917726,"A study for activating on the system of independent financial advisor using Fintech technologies  표제지
목차
국문 요약 11
제"
1,N-Screen 환경에서 이미지 프로세싱을 접목한 <b>핀테크</b> 보안 기술,http://academic.naver.com/article.naver?doc_id=719153091,
2,정보통신방송정책 - 제27권 8호 통권599호 : 분야별 <b>핀테크</b> 스타트업 동향,http://academic.naver.com/article.naver?doc_id=309657993,
3,<b>핀테크</b> 결제 시스템의 보안성 평가를 위한 결함 트리 분석 기법에 관한 ,http://academic.naver.com/article.naver?doc_id=232946709," Recently, it has been changed various patterns related with our consumption because of fast propagation of smart technology in our lif"
4,<b>핀테크</b> 시대에 중소기업 자금관리 효율화 방안연구,http://academic.naver.com/article.naver?doc_id=439437586, 최근 <b>핀테크</b>가 발달하면서 중국은 무현금화 사회에 진입하기 시작했다. <b>핀테크</b>의 발달로 중국의 중
5,<b>핀테크</b> 기술과 크라우드 펀딩이 결합된 외상매출채권담보대출 응용 모,http://academic.naver.com/article.naver?doc_id=706503511,
6,해외 사례를 통해 알아본 <b>핀테크</b> 보안 이슈진단 및 보안 추진방향,http://academic.naver.com/article.naver?doc_id=929763869,Fintech security issues and fundamental strategy    
7,스마트앱어워드 금융부문_금융연계서비스분야 최우수상 : <b>핀테크</b> 시대,http://academic.naver.com/article.naver?doc_id=176166565,
8,초청 논단 : 글로발 금융위기 이후의 금융혁신 -<b>핀테크</b>(Fintech)를 중심으,http://academic.naver.com/article.naver?doc_id=85958892,
9,<b>핀테크</b> 혁신의 유형분류와 국내 금융규제의 영향,http://academic.naver.com/article.naver?doc_id=630716041,"  표제지
목차
ABSTRACT 9
국문 초록 11
제1장 서론 13
 제1절 연구 배경 13
 제2절 연구 목적 및 필요성 17
 제"
0,<b>핀테크</b> 기업의 신기술 도입에 따른 기업 기대성과와 수용에 관한 연구: ,http://academic.naver.com/article.naver?doc_id=630670607,An Examination of the Effect of New Technology Introduction on Fintech Enterprises’ Performance Expectancy and Acceptance: Towards a 
1,모바일 기기 몰입수준에 따른 모바일 <b>핀테크</b> 서비스 수용의 외부영향 요,http://academic.naver.com/article.naver?doc_id=709116499,"   System quality, Payment, Mobile device, Marketing, It technology, Financial services, Consumer finance, Business, Asset management "
2,<b>핀테크</b> 금융 기술을 이용한 국내외 보안 사례 분석 및 대응 방안에 대한 ,http://academic.naver.com/article.naver?doc_id=594773673,A Study of Analysis and Response and Plan for National and International Security Practices using Fin-Tech Technologies 최근 국내
3,<b>핀테크</b> 서비스에 대한 소비자 행동 영향 요인,http://academic.naver.com/article.naver?doc_id=557623842,Factors Influencing Consumer Behavior on FinTech Service: Focused on Mobile Payment Service 4차 산업혁명의 도래에 따라 다
4,<b>핀테크</b> 결제 : 모바일 쇼핑몰에서의 일반결제와 서버형 간편결제의 비교,http://academic.naver.com/article.naver?doc_id=711683367,"   Shopping mall, Payment, Mobile payment, Internet privacy, Cloud computing, Business "
5,국민편익 향상과 금융산업 경쟁력 강화를 위한「<b>핀테크</b> 산업 활성화 방,http://academic.naver.com/article.naver?doc_id=301609162,
6,"금융위원장, <b>핀테크</b> 생태계 활성화를 위한 은행권 현장간담회",http://academic.naver.com/article.naver?doc_id=301609581,
7,정보 속으로 : 특집 ; 모바일결제 - <b>핀테크</b> 모바일 전자상거래 시장 현황 ,http://academic.naver.com/article.naver?doc_id=156164981,
8,<b>핀테크</b> 특성이 브랜드 관계의 질에 의해 사용자 태도에 미치는 영향,http://academic.naver.com/article.naver?doc_id=186121168,"  표제지
목차
국문초록 9
ABSTRACT 11
서론 14
 1. 연구배경 및 목적 14
 2. 연구문제 및 연구방법 17
 3. 선행"
9,우정정보 - 우정정보 103(2015 겨울) : 금융기관의 <b>핀테크</b> 대응 추세와 우체,http://academic.naver.com/article.naver?doc_id=309660799,
0,<b>핀테크</b> 기반의 간편결제 서비스 지속적 사용의도에 대한 요인 연구 : 알,http://academic.naver.com/article.naver?doc_id=291098639,"  표제지
목차
제1장 서론 8
제2장 이론적 고찰 11
 2.1. <b>핀테크</b> 11
 2.2. 간편결제 서비스 16
 2.3. <b>핀테크</b> 기"
1,<b>핀테크</b>의 최근 동향 및 삼성페이와 애플페이의 기술 비교 분석,http://academic.naver.com/article.naver?doc_id=879279579,Recent Trends of Fintech and Comparative Analysis of Samsung-Pay and Apple-Pay    
2,<b>핀테크</b>의 최근 동향 및 삼성페이와 애플페이의 기술 비교 분석,http://academic.naver.com/article.naver?doc_id=879279579,Recent Trends of Fintech and Comparative Analysis of Samsung-Pay and Apple-Pay    
3,<b>핀테크</b>의 최근 동향 및 삼성페이와 애플페이의 기술 비교 분석,http://academic.naver.com/article.naver?doc_id=928129611,Recent Trends of Fintech and Comparative Analysis of Samsung-Pay and Apple-Pay    
4,<b>핀테크</b>(FinTech) 활성화에 따른 보안 위험성 대응 방안 연구 - 페이팔(PayPal),http://academic.naver.com/article.naver?doc_id=718332623,
5,한국과 중국의 <b>핀테크</b> 이용형태 분석 및 전망,http://academic.naver.com/article.naver?doc_id=765755532,"(An)analysis on using pattern of financial technology between Korea and China  표제지
논문요약
목차
I. 서론 9
 1.1. 연구"
6,"우정정보 - 우정정보 100(2015 봄) : 우정 단신: <b>핀테크</b> 기반 체크카드, 올해",http://academic.naver.com/article.naver?doc_id=309657767,
7,N-Screen 환경에서 이미지 프로세싱을 접목한 <b>핀테크</b> 보안 기술,http://academic.naver.com/article.naver?doc_id=880831055,Enhancing Fintech Security Using Image-Processing for N-Screen    
8,N-Screen 환경에서 이미지 프로세싱을 접목한 <b>핀테크</b> 보안 기술,http://academic.naver.com/article.naver?doc_id=880831055,Enhancing Fintech Security Using Image-Processing for N-Screen    
9,N-Screen 환경에서 이미지 프로세싱을 접목한 <b>핀테크</b> 보안 기술,http://academic.naver.com/article.naver?doc_id=928129321,Enhancing Fintech Security Using Image-Processing for N-Screen    
0,차세대 <b>핀테크</b> 인증 기술,http://academic.naver.com/article.naver?doc_id=289436154," 모바일 결제, 스마트 뱅킹 등 우리 생활의 일상적인 금융 업무에서 차별화된 편의성을 제공하기 시작"
1,<b>핀테크</b> 산업 활성화를 위한 금융기업과 <b>핀테크</b> 기업의 지속적 협력에 영,http://academic.naver.com/article.naver?doc_id=181750655,(A)study on factors influencing continuous cooperation between finance institution and fintech organization for fintech industry activa
2,<b>핀테크</b> 서비스 사용에서 IT의 역할에 관한 연구,http://academic.naver.com/article.naver?doc_id=927687240,Exploring the Role of Information Technology on Fintech use Financial technology (Fintech) has recently been the focus of considerable 
3,AI 기반 블록체인 기술에 대한 <b>핀테크</b> 산업의 활용성 비교: 한국과 이스,http://academic.naver.com/article.naver?doc_id=929778429,A Review of AI-Based Blockchain Technology Application for Fintech Industry: A Comparison of South Korea and Israel Company Financial T
4,토픽 모델링을 이용한 <b>핀테크</b> 기술 동향 분석,http://academic.naver.com/article.naver?doc_id=929614584,A Study on the Research Trends in Fintech using Topic Modeling 최근 인터넷과 모바일 환경을 기반으로 금융과 IT가 융
5,<b>핀테크</b> 기술을 활용한 독립투자자문업자 제도 활성화 방안 연구,http://academic.naver.com/article.naver?doc_id=951036505,A Study for Activating on the System of Independent Financial Advisor using Fintech Technologies “미래를 사는 사람들에게는
6,<b>핀테크</b>무역결제의 플랫폼 사업모델에 관한 방안 - 한국무역보험공사의 F,http://academic.naver.com/article.naver?doc_id=928866984,"Academic Business Model for Fintech International Payment Platform - Focusing on FIP of Korea Trade Insurance Corporation Globally, Fin"
7,동향 : 분야별 <b>핀테크</b> 스타트업 동향,http://academic.naver.com/article.naver?doc_id=890066708," 정보기술이 발달하면서 기업과 기업, 기업과 사용자간의 거래 행위는 보다 적은 비용으로, 보다 잦은"
8,<b>핀테크</b>의 기술수용 특성요인이 사용의도와 사용행동에 미치는 영향에 ,http://academic.naver.com/article.naver?doc_id=580724007,A Study on the Influence of Fintech’s Technology Acceptance Factors on th Intent of Use and the Behavior : To Korean and Chinese cons
9,<b>핀테크</b> 서비스를 위한 정보보호관리체계 분석 및 비대면 인증 기술 연구,http://academic.naver.com/article.naver?doc_id=644409487,A Study on Information Security Management System and non-face-to-face Authentication Technology for Fintech Service As various securit
0,한국 ICT기업의 금융업 진출 (<b>핀테크</b>) 발전방안 연구 : 미국 중국과의 대,http://academic.naver.com/article.naver?doc_id=765761913,(A)study on ICT companies' penetration into financial service (Fintech) in South Korea : focusing on the comparison analysis of U.S. an
1,우정정보 - 우정정보 99(2014 겨울) : <b>핀테크</b> 동향과 금융기관의 대응 방향,http://academic.naver.com/article.naver?doc_id=309657410,
2,가상화폐와 <b>핀테크</b> 산업의 발전에 따른 금융기관의 대응방향,http://academic.naver.com/article.naver?doc_id=878240367, <b>핀테크</b>(FinTech)란 Finance와 Technology를 조합한 조어이다. 문자 그대로 금융과 기술의 융합을 뜻한다. 최
3,가상화폐와 <b>핀테크</b> 산업의 발전에 따른 금융기관의 대응방향,http://academic.naver.com/article.naver?doc_id=878240367, <b>핀테크</b>(FinTech)란 Finance와 Technology를 조합한 조어이다. 문자 그대로 금융과 기술의 융합을 뜻한다. 최
4,가상화폐와 <b>핀테크</b> 산업의 발전에 따른 금융기관의 대응방향,http://academic.naver.com/article.naver?doc_id=929708507, <b>핀테크</b>(FinTech)란 Finance와 Technology를 조합한 조어이다. 문자 그대로 금융과 기술의 융합을 뜻한다. 최
5,'토스'의 '타다' 인수와 화물운송 <b>핀테크</b>시장의 미래,http://academic.naver.com/article.naver?doc_id=890341655,"  목차
'토스'의 '타다' 인수와 화물운송 <b>핀테크</b>시장의 미래 / 김철민 1
 [머리글] 1
 토스와 타다 : 금융"
6,<b>핀테크</b>를 이용한 간편 결제 서비스의 사용의도 결정 요인,http://academic.naver.com/article.naver?doc_id=439205295,The Determinants of Intention to Use Simple Payment Service Using FinTech : Focused on TAM and Perceived Risk 최근 금융산업의 
7,스마트 금융서비스를 위한 사용자 중심의 <b>핀테크</b>(fintech) 어플리케이션 ,http://academic.naver.com/article.naver?doc_id=880580247, Consumers are now in more conveniant online shopping settings thanks to the generalization of computers and smart phones. So there com
8,<b>핀테크</b> 마이데이터 서비스의 인지된 위험성이 지속사용의도에 미치는 ,http://academic.naver.com/article.naver?doc_id=1003000163,"The effect of perceived risks of Fintech My Data service on intention to use : user characteristics as adjustment effect  표제지
국"
9,토픽모델링을 이용한 <b>핀테크</b> 기술동향 분석,http://academic.naver.com/article.naver?doc_id=233121938,"A study on the research trends in fintech using topic modeling Recently, based on Internet and mobile environments, the Fintech industr"
0,데이터마이닝 기법을 이용한 <b>핀테크</b> 산업분야 신용평점모형 구축,http://academic.naver.com/article.naver?doc_id=185694616, <b>핀테크</b>에 대한 세계적인 금융 강국들의 관심이 높아지면서 한국정부도 ‘<b>핀테크</b> 육성’을 2015년 정
1,스마트 금융서비스를 위한 사용자 중심의 <b>핀테크</b>(fintech) 어플리케이션 ,http://academic.naver.com/article.naver?doc_id=928751028,Deducting directiong point through case study of user centered fintech application for smart finance service Consumers are now in more 
2,사업자간 관계 분석을 통한 <b>핀테크</b> 결제 활성화 방안 연구,http://academic.naver.com/article.naver?doc_id=233334526,A Study on the Development Method of FinTech Payment Activation through the Relation Analysis between Business Operators 사업자간 
3,마이데이터 서비스 출시에 따른 <b>핀테크</b> 자산관리 애플리케이션의 사용,http://academic.naver.com/article.naver?doc_id=951434762,Changes in User Experience of FinTech Asset Management Applications after Launch of MyData Services 2022년초 개시된 마이데이
4,중국 모바일 결제 방식의 이용 의도 연구를 통한 <b>핀테크</b> 산업에 대한 고,http://academic.naver.com/article.naver?doc_id=561806287,Research on the Fintech industry : case of the Alipay payment and Wechat payment through the use intention of the mode of payment  표
5,<b>핀테크</b>산업에 관한 주요국의 현황 및 발전방향에 관한 연구,http://academic.naver.com/article.naver?doc_id=528579983,"A Study on the Status and Development Direction of Major Countries in the FinTech Industry As a compound of finance and technology, Fin"
6,인터넷전문은행 대응을 위한 국내 시중은행의 전략요인 : <b>핀테크</b> 기술 ,http://academic.naver.com/article.naver?doc_id=561686103,The factors of the strategies of the commercial banks in Korea for the responses to the Internet primary banks : centered on the accomm
